WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
twin	0	0	Steam rose from the twin magma domes formed after Mount St. Helens ' cataclysmic eruption in 1980 and the quieter outburst that started in 2004 .	4
mandates	1	8	The `` policy compels speech because it mandates the written motto , ` Tomorrow 's Leaders , ' on the uniform shirts , '' wrote Judge Jacqueline H. Nguyen , an Obama appointee , who was joined by two judges selected by Republican presidents .	7
keeps	0	0	`` It keeps your head fresh , keeps those headaches away .	2
burned-out	1	3	KABUL , Afghanistan -- The weapons of Afghanistan 's long decades of war can be seen almost everywhere , from the burned-out hulks of Soviet tanks to the Kalashnikov assault rifles slung over policemen 's shoulders and helicopter gunships roaring overhead .	21
open	0	0	Ag-minded students are in luck : Tens of thousands of jobs open up each year in the broader agriculture field , and roughly half are filled by college grads with actual ag-related degrees , observers say .	11
citizenship	1	6	A Peruvian immigrant who lived in the United States without legal status until three years ago , when she obtained a green card through marriage , Praeli hopes to obtain citizenship in time to vote in the election that she is helping shape .	30
eons	1	3	Eons ago , while flinging leftover debris from planetary formation out of our solar system , Jupiter probably also tossed some down toward our primordial globe , delivering some of the water that now fills our oceans .	0
hack	1	3	WASHINGTON -- Chris Carroll wo n't forget the first time he saw someone hack into an insulin pump and make it deliver a lethal dose .	13
thumping	1	6	A sold-out crowd from around the nation is screaming for the elite e-athletes and thumping inflated cheer sticks in a collective thunder .	14
audits	1	6	Blistering audits have faulted efforts to fight what one official called a `` rat crisis . ''	1
restrictive	1	6	Attorney General Eric Holder said the North Carolina law imposes several `` troubling new restrictions '' on voters including reducing early voting days , eliminating same-day registration during the early-voting period and imposing a restrictive photo-identification requirement for in-person voting .	34
entrapped	1	5	Fully pursue his dream to become an entrepreneur and literacy advocate for young people of color , to stop them from being sucked down the intoxicating pipeline that entrapped him .	28
Connect	0	0	The 17-year-old participates in an after-school program called Tech Connect in Orosi that teaches computer repair , tax preparation and community service .	9
COLLEGE	0	0	STATE COLLEGE , Pa. -- At St. Paul 's Episcopal School in Mobile , Alabama , the high school that produced Crimson Tide quarterbacks AJ McCarron and Jake Coker , there 's a new preseason ritual for football players : the social media talk .	1
indoor	0	0	Last fall , China 's State Council proposed the nation 's toughest restrictions yet on indoor smoking and the marketing of tobacco .	15
looters	1	6	Violence spread in central Durban on Tuesday , after looters attacked shops owned by immigrants , some of whom armed themselves with machetes and knives .	9
accolades	1	8	One school science fair victory , a few national accolades , $ 35,000 of his parents ' savings and a visit to the White House later , Shubham today is the founder of Palo Alto startup Braigo Labs , which aims to become the first purveyor of low-cost , compact Braille printers .	9
separate	1	5	The court also opened the door for gay marriages to resume in California , in a separate ruling on narrow legal grounds .	16
Team	0	0	Team members brush it off , like they do their nerves right before a performance .	0
lurched	1	4	When the motion stopped , four or five of the seven cars had lurched off the rails .	13
actress	0	0	But when Brumfield , the director of a project empowering young girls , passed around a photograph of Lupita Nyong ` o , the dark-brown-skinned actress who sports an extra-short natural , the girls were silent for a moment .	25
chills	0	0	Evans was thinking about how good she wanted to feel when she got back on it , how the success she tasted in her rookie season as a bobsled pusher still sent chills of excitement through her mind .	32
north	0	0	Since then , however , infections have popped up as far north as Minnesota .	11
residents	1	5	An increase in Asian and Hispanic immigration also will drive U.S. population growth , with foreign-born residents expected to make up 18 percent of the country 's projected 441 million people in 50 years , the Pew Research Center said in a report being released Monday .	16
heaven	0	0	In Greco-Roman mythology Jupiter is the king of the gods , a deity who destroyed an older race of titans to become the jealous and vengeful lord of heaven and Earth .	28
uncomfortable	1	4	Surveys show that uncomfortable seats and shrinking legroom have become the top gripes of travelers , surpassing ticket prices and security lines .	3
psychological	1	6	`` The Afghan Interior Ministry orders all police forces to confiscate toy guns , which can lead to physical and psychological damage to people , '' the order read .	20
measured	0	0	From an astronomical observatory on Chews Ridge in the Santa Lucia Mountains , the University of California , Davis atmospheric scientist has for the last three years measured ozone , the lung-damaging gas in smog , as it arrives to California .	27
outbursts	1	9	`` There 's to be no outbursts upon the reading of the verdict or afterwards , '' Judge Debra S. Nelson warned the packed courtroom in Seminole County awaiting the verdict from the jury of six women who began deliberating on Friday and worked a 13-hour day Saturday .	6
unusual	1	3	CHICAGO -- Chicago Mayor Rahm Emanuel took the oath of office to begin his second term Monday and took the unusual step of focusing his inaugural address on a single issue : The lack of opportunity facing the city 's disadvantaged youths .	20
started	0	0	Miguel Castañeda started Tech Connect in 2009 , inspired by a similar program in San Francisco .	2
five-time	0	0	## Liberation Day For the first time in 22 years -- since Briscoe was 14 years old -- the former Vice Lord gang member and five-time felon was free of any kind of state supervision .	25
host	0	0	It 's been linked with violence , cyberbullying , school woes , obesity , lack of sleep and a host of other problems .	19
