WORD	LABEL	ANNOTATORS	SENTENCE	SENTENCE_INDEX
receives	0	0	The first , disadvantageous inequity , occurs when one receives less than a peer .	9
oud	1	4	Once in the United States , he reveled in the ability to walk down a street without raising the suspicions of gunmen , his oud , a lute-like Middle Eastern instrument , slung across his back .	24
energy	0	0	`` Probably the only other place where they might exist in a short period of time could be a supernova , where you have so much energy and so many particles that are really heavily concentrated , '' said Dawn Shaughnessy , the principal investigator for the Heavy Element Group at Lawrence Livermore National Laboratory , which had a hand in three of the discoveries .	26
slopes	0	0	Rocks and boulders sloughed off the crater walls , kicking up plumes of dust as they clattered down the near-vertical slopes .	20
monitoring	1	8	The monitoring site , more than 5,000 feet above sea level on a pine-studded overlook above the lowest layer of the atmosphere , gives Faloona access to undisturbed air from across the Pacific before it is fouled by U.S. pollution sources .	1
gray	0	0	In the spring of 2010 , a lone gray whale was spotted off the Mediterranean coast of Israel , an event that sparked international interest for an important reason : It was the first North Atlantic sighting of a gray whale , a species nowadays restricted to the Pacific Ocean , in about 200 years .	39
tatty	1	5	The youngsters , their baby fluff half replaced by feathers , looked tatty and nervous .	12
empathy	1	8	Scientists believe it 's a sign that these animals are capable of feeling empathy -- and a new study of wolves suggests it 's more widespread among animals than experts had realized .	13
nudged	1	4	Nudged by local governments worried about water shortages , home builders and homeowners associations are showing increased willingness to embrace the drought-tolerant landscapes that more naturally suit California .	0
flammable	0	0	Although NOAA scientists had been doing active research on the collection , the thousands of flammable Styrofoam boxes -- piled 20 feet high and filled with ethanol for preservation -- were a huge fire hazard .	15
stronger	0	0	Has she heard that grizzlies -- a larger , stronger and more dangerous cousin of black bears -- might be transplanted to California where they have n't been seen for nine decades ?	9
worried	0	0	While she wanted to help , her husband worried they may be arrested or lose their land if they gave aid to the dozens of travelers , many of them desperate and dehydrated , and some nearly crippled by enormous blisters on the bottoms of their feet .	8
missed	0	0	The ball was a mere 5 feet from the hole , but when Chey Castro raised his putter for what should have been a clean shot , his hand spasmed and he missed the putt that would have won him $ 180 at the tournament .	32
prime	0	0	Hours earlier , Egypt 's new interim leadership had narrowed in on a compromise candidate to serve as the next prime minister .	20
cholesterol	1	7	Addressing a health summit in Washington , the first lady said home-cooked meals have less fat , sodium , cholesterol and calories than meals prepared in restaurants -- and save money , too .	19
always	0	0	`` I used to always make them and never had an issue . ''	4
expressions	1	4	Local tribunals called gacaca courts have allowed many offenders to be released from prison in return for confessions and expressions of remorse .	19
coming	0	0	The city of 8.3 million people got its first test last week when a doctor who had been treating Ebola patients in the West African nation of Guinea tested positive for the virus after returning to New York and coming down with a fever of 100.3 .	39
poorest	0	0	A sense of futility wore on Nigerians , particularly in the country 's embattled north , where for years Jonathan neglected the mounting insurgency and did little to develop the country 's poorest communities .	32
tactile	1	9	So Shubham did , and with a few Internet searches he learned about Braille , the tactile writing system used by the blind , and Braille printers , which , to the 12-year-old 's shock , cost thousands of dollars .	16
database	0	0	The authors of the latest research combed through a national database of Americans ' health and nutrition behaviors and grouped 4,466 American kids -- from ages 2 to 18 -- according to what they ate when they were not eating food purchased at a fast-food restaurant .	10
sitting	0	0	Most of us have experienced writer 's block at some point , sitting down to write , paint or compose only to find we ca n't get the creative juices flowing .	12
questioned	1	3	According to a report published Monday in the journal Pediatrics , diaper need -- the inability to afford to keep a child in clean diapers -- affects a `` substantial '' number of low-income Americans , with nearly 30 percent of mothers questioned in New Haven , Conn. , reporting that they did not have enough for their children .	42
abstention	1	9	There was one abstention in the paper ballot .	3
churches	0	0	Father-daughter dances and balls date back decades , and were especially popular in churches that hosted the events to promote the special bond between fathers and their daughters .	13
athletes	0	0	`` We 've always had powerful female athletes , but we 've never had a story as dynamic as Misty 's , with that underdog mentality she has ... bucking up against all these traditional norms , showing men , women and kids that athletes come in all shapes and sizes . ''	7
apply	0	0	There is no specific law to prevent women from driving in the kingdom , but they can not apply for driving licenses and have previously been arrested on charges relating to public order or political protest after getting behind the wheel .	18
Wonka	0	0	LOS ANGELES -- His escape from the Nazis was more like `` Willy Wonka &amp; the Chocolate Factory '' than `` The Sound of Music , '' Leon Prochnik admits .	13
